NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
0.0,1.0,5,0.014166452736881502,0.010153321842787272,0.0,0.064603491796382
0.0,1.0,10,0.014064252913031672,0.0064324088352879635,0.004511610297829379,0.04133258286163355
0.0,1.0,20,0.025589432065302398,0.018541464835080564,0.007204418413023629,0.10503076214790943
