sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10
5,0,5.509293789668328e+25,-4.065725921763417e+23,3.1274585723308035e+20,2.127751988430702e+18,1861726304844897.0,-6932362899350.6455,-28978422127.77265,-43399581.46176997,77714.92832525334,809.1956711855371,3.6238079606421265
5,1,1.0130701355304467e+24,-3.678359141358957e+22,2.2493100527888263e+20,1.4778147118719782e+17,-1399716779357211.0,-5049305593556.367,-6785669345.766261,16820321.593389675,155918.75908819996,709.3955155121314,2.594025621529466
5,2,7.494484189140331e+24,-1.2045384922135088e+23,3.9205566237656495e+20,7.323834181609917e+17,-1234539146538618.5,-7856575726131.748,-16472698207.99756,-456559.7270452921,149729.27619066706,795.0762339601418,3.005959234143914
5,3,2.3172152525521914e+25,-4.045579163857441e+23,1.8296077263935316e+21,2.9360772176382656e+17,-7792399905909234.0,-16583635527137.277,-7554307345.310738,62599632.10707642,289230.5391284786,876.1661842231778,2.2507052789475024
5,4,2.8204854978902204e+22,-2.989105520364391e+21,5.0210010097262125e+19,-1.6992577468508947e+17,-588905506319538.0,-177627643955.45975,5339035161.320142,31153857.786012135,127748.3524337961,457.14892530570296,1.5296372520943828
5,5,9.546879912098777e+23,-7.114901111987316e+22,4.6083681185158634e+20,1.8218979208834688e+17,-2411501630326648.0,-7700812786853.204,-9738556711.274187,20343121.25699022,182174.18680305412,776.737731295634,2.6505684889239784
5,6,1.749400414093009e+23,-8.492847291904924e+21,1.0710018667764562e+20,-3.433738774235697e+17,-847749384686080.4,704663436994.2175,10275629485.815697,44421948.22148946,149072.8554238887,451.6514632416395,1.305704351682722
5,7,1.1819662763215796e+23,-2.704152008260568e+21,1.4430527601801058e+19,3.2463590733219388e+16,-137862754711447.97,-1000818042500.7819,-2616721372.8539805,2832571.8135219715,73580.35953105088,521.9593080773374,2.805323241387314
5,8,-2.5739144117506936e+25,3.692074367823456e+24,-5.381629856132293e+21,-2.2726110288258073e+19,-3.459813873220141e+16,7658257284445.883,208299991371.5547,694414040.2568374,1339993.212879977,657.6863717219996,-7.827319545129346
5,9,3.8240092214287903e+24,-1.1523389438768893e+23,3.4713686325239205e+20,8.383860130111519e+17,-299265246466647.1,-6268468601405.748,-18768629067.34627,-19841769.567110147,98297.29209384207,763.9385587140275,3.420754678566902
5,10,5.248077045863185e+24,-6.108787889781799e+22,7.949904864196944e+19,5.1059091056473696e+17,593329839963558.1,-2238172646216.6304,-12972183070.596636,-28653283.351612,30256.49686718122,633.2314481850495,3.8652538746418745
5,11,4.3772959653366416e+23,-3.0983164834468254e+22,1.843935119409558e+20,1.6959637127547408e+17,-1082622671648321.4,-4501246903546.43,-7283135285.532561,11703157.746442098,141872.45141812364,698.3292279201374,2.693851419814534
5,12,1.1444920977457275e+25,-1.8807163466070163e+23,7.188446048264863e+20,8.657605586468115e+17,-2439499776191825.0,-10940424588711.236,-19442175584.524765,3778721.3881707825,173778.04955585327,842.4196397558649,2.9947978724864814
