sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10
5,0,6475696628.742632,-10665139348.868126,865665288.7850932,477662621.8332807,76490571.14624935,1774386.5075650928,-2736171.3067617803,-951575.6957787508,-177545.4421587589,-5520.7246062446775,11864.29254013086
5,1,1039683.7980455026,-2405054.622821425,2383854.740346056,805734.8221568565,366562.5412295942,130654.4459546307,38471.180974539384,10215.146214055316,2572.6918943707624,631.1129100270764,152.85775892932458
5,2,-525939595.77344143,963732897.8758359,-383217164.37760425,-78156743.78492393,11425357.343484184,9128729.09760012,2653563.218723642,449367.1889959936,-4149.4145636740805,-42801.13848998691,-23912.149029332646
5,3,-6064697.654170081,15462774.199347097,-9505966.441620683,1588042.379802745,1046060.615817281,272389.71685800137,54258.33767643206,9582.611217582411,1595.0829612509356,258.2474334140497,41.43008115533525
5,4,164719.99568510245,-7198948.422248957,9786753.823015481,1897308.1774373313,-937909.0409671655,-802816.4686670285,-320026.80421150377,-60880.65924254236,25017.668914121605,37228.230857983675,28403.669815571244
5,5,39222735.61495834,-29564139.618777685,-366884.4322734329,2417381.437410695,958498.2222293806,250743.79926514585,52637.247244459366,9225.793575912665,1298.3807729246887,116.91203817731582,-5.147366331729292
5,6,-1232701.9300043269,2777083.270622518,-206895.5380740461,472084.7509648262,441435.0447957862,205422.287202371,69469.47542025146,18456.122004902412,3547.6927617443685,151.40715399841983,-306.558460357717
5,7,663809562.3719847,-1783453289.0241992,873940651.6975664,141971477.03348577,-28914.131397956236,-5583656.715668863,-1786241.0875330814,-356586.7597611697,-38626.95662872094,6058.583640141266,5505.437777637928
5,8,-80281154.89463472,69817905.08927204,-8215917.2659916235,-2924373.461917113,314241.08716657915,316016.43997011415,97568.08463850299,20202.33561862473,2883.0108029120706,128.88396940921925,-95.1441040902287
5,9,-58972136.52829237,98225210.40356962,-39994118.42385329,-1286939.6285720496,1794561.557432402,538222.4104955326,98936.4187989779,13256.091661575023,1029.9024246992672,-114.49019150120863,-81.36356371043951
5,10,5528087.483384111,-13253824.468434801,5241985.188969093,2001930.0333533438,538117.6630460314,135912.21536137568,33165.6099687407,7845.188978947361,1808.8704767977667,409.169359455098,91.30312276734813
5,11,-1443977.6248881689,11142327.985353105,-18255183.802133065,3573897.202171884,1562996.899146697,337791.9635358663,57993.32850619043,8659.035097745866,1122.3744392804128,113.06383100505231,3.1979523904816785
5,12,26546515.062536445,-54437605.346520215,28962576.790587608,2178582.3633649205,-978335.3598384522,-306628.9585219526,-36307.36011156451,5731.899420028544,4972.586789706053,1968.027679389397,631.869139903439
5,13,212405542.51751807,-270262769.91234374,38087699.90459948,19781273.12324694,2916467.9310762743,-160235.8166716886,-210436.8319649334,-64186.47327899722,-9964.192007858956,1134.7466083477889,1632.9745101702713
5,14,361820780.96405226,-919130328.6379149,259659402.35335675,42559719.47757309,-1887243.2309258673,-1744966.5077648691,-377009.79508554045,-44897.72726988859,779.7493720468267,2302.967150231411,865.4753162065693
5,15,1085306.705725601,-2439009.7975041335,2176802.8929856317,1074811.0539825906,338428.2277056969,99021.53451619491,29927.903125002707,9425.142691823085,3020.560570579008,964.6725558426584,303.825994095265
5,16,-92425818.18774627,78495339.13760129,-5320325.913196562,-2325813.3182658735,113394.52120693107,193240.50742006526,65779.22885161736,15521.613795175317,2901.142884712121,418.99797550500875,32.38456534905431
5,17,91760.60122167408,722774.6477133537,-1175537.4292621152,2198124.4700922472,658271.6657431913,154793.72855173133,34859.23103121756,7811.9562887161355,1755.1458780066291,395.6776478212257,89.45875398837673
5,18,20944.65588606705,4034392.182146491,-4020393.4565913016,-599614.7860030878,620658.6697518597,562670.9113638103,289419.4343933299,104434.42436376291,18786.393205395783,-10284.448673887986,-15140.966271549612
5,19,1649375.668372137,-27335327.633044872,21691116.667500906,1914224.8661952217,370107.65494034026,105105.37406191885,28993.073976721465,7434.6829763252945,1804.506351103376,421.7103980950237,95.99532781252162
5,20,2311396.321336384,-260262.5943022976,-1106629.9240845912,1080829.5756099499,640259.1924300812,202894.18923399522,49626.2196303111,10460.949276316069,1986.654744950943,344.6278353102392,53.92030477855566
5,21,-6982104.671423088,22327805.02570766,-17935110.485578697,2352329.9303059382,1794560.1759923126,505718.0221611658,102746.95524704139,15152.857184520804,645.8338764501503,-677.51173692199,-384.3213723026568
5,22,-120832517.20761786,226780576.91615906,-54308343.686306864,-11368402.864228444,27147.67231242249,523856.89660205244,171391.885518345,35876.66948506249,4907.883350947985,25.78801538283016,-277.6253883721747
5,23,-3613937255.776297,2910200683.666628,291466041.8880443,-194122700.68919224,-96976040.19587475,-20091008.517553255,1533712.3557317054,3065836.0236862916,1300994.2108624734,192547.79691268006,-164152.45402195046
5,24,-3189893.642262966,6048172.103028851,-1813620.9348503603,826030.241591466,479222.7340926272,150520.9799221739,39054.224914830025,9322.8506883906,2131.243946350279,474.6119997765861,103.80342249012439
5,25,3219294632.7920704,-2020435251.2742367,-173589754.33076623,121781345.81847557,43960048.42531253,4620891.444989385,-1575800.9427939549,-901309.2919294074,-218519.1082543912,-7293.528780726458,22295.38890802595
5,26,238105595.14570868,-193449298.10155758,-31796768.164348282,20540559.341272056,12897397.171680136,2867085.359616154,-487073.95966502023,-689159.3298614767,-291261.61182429024,-32470.41936552158,54551.63517146701
5,27,8771638.445124706,-16290946.357007215,5328914.09157637,2355115.1719071222,544289.3020843872,107209.89368373224,22617.43077127646,5874.410204270973,1814.7313575294897,595.2591247999504,193.57476177327746
5,28,8599352.561007453,-94362112.62955421,120623882.06238379,11060400.97424449,-3287229.6117940913,-1680266.6797964966,-433906.58754691767,-69375.9096816766,104.17819685592488,5610.59841750983,2967.0947731751967
5,29,-1106965.003660141,7031723.146562529,-7096856.409686139,2003656.8938613473,900578.7340716843,232704.96006515567,50415.663133138856,9944.2090953757,1827.52968859585,312.0489976803447,48.053161856158816
5,30,-176124.36589206717,2637587.1018499183,-2830981.092649743,1641961.0050194124,744666.2450724366,191176.12401860813,41304.85017686696,8554.070282470693,1800.86483211484,393.61662576815655,89.24577389512659
5,31,-6956253.189409814,52211887.258623585,-79135343.15101194,29883409.396303132,5039067.556673408,395730.9792147259,-6577.079625198415,-10880.596523363834,-3301.197111495436,-826.5290355657232,-196.55420282958067
5,32,134359.7151785698,-157739.51318002536,1755223.7383033007,24538.86427927485,-11410.791270153277,52587.29221971861,56595.009846272005,41135.541799549486,26246.669653175373,15895.470000315237,9416.779522828478
5,33,103352463.09901033,-99149771.10872313,2087818.9173851295,7448365.302075463,2146726.4634334533,288620.6047178171,-18490.38090320994,-21123.54814873663,-5364.334164162696,26.713746598058965,738.1762209123028
5,34,4689327289.2768135,-18788575384.74707,4759806445.970923,1275113563.0903604,116196606.39359888,-22069660.69811989,-13082220.56667788,-3541134.098357784,-575205.4664521852,11555.566231440585,56488.546978920655
5,35,-521746.07222450105,2859126.048074418,-2042245.508886063,1355427.7522931972,695246.9796176088,198391.18767930134,46026.468558517576,9708.835322468654,1958.2306786451938,388.7222701469855,77.4612017356398
5,36,-54161059.717354715,66333771.783329144,-12699473.05105206,-2639369.1460491247,467683.32556493493,332534.39547397353,97559.22675268228,20094.3635266895,2924.2900926198145,146.57137261012892,-94.22045972251414
5,37,695717271.0157087,-457765472.1192249,-18576202.620041713,13959286.456675824,4070335.035201403,646956.1634079563,55977.63254932617,-2759.761647454311,-1959.0222828861185,-249.69605872891842,77.39985168012673
5,38,119482.000387671,-1779491.0739340102,1105093.5402391958,1504162.2265890976,576818.3003033283,160031.97172612933,38536.757452626036,8623.326528046338,1851.369740379162,387.86726014183495,80.06257771819219
5,39,1004601.509408791,-2806887.2578803524,2587771.3306023865,1165604.2917746229,383055.5489592063,116710.90815009676,34483.2573737689,9995.326480033225,2856.154480678992,807.0988286456767,226.08806756894532
5,40,-29762491.99546383,52569876.53273035,-22289218.57416338,266377.26767146407,1126958.1570359813,314477.7377201317,61843.202905200626,10504.86138054801,1653.8350389318066,248.37405489038574,35.907009862744935
5,41,122987400.73874481,-141389281.9023289,26114153.99755219,8181549.416031669,840897.2073944596,-15155.953876575419,-18108.429668705405,-1207.1728667409611,1162.036692561714,643.6733603516419,227.41290055363558
5,42,260254970749.23425,-101542593510.08469,-15046760306.25241,1856567347.2599366,1243869001.6608567,268050585.5096817,14623256.184039744,-11327002.552240882,-4740205.250935567,-698344.5931692396,282169.33729165205
5,43,-394188.28167895967,2766730.3243909148,-2118897.9969883217,727046.0605603933,599791.2736009825,222206.64489634446,62297.26855674929,14647.694890398494,2871.4795963227666,398.2386965202104,-8.630639107178721
5,44,65236439.90581882,-93246026.44896655,21360048.498094752,9854953.286108982,1451107.8773314992,-110142.79722722211,-124712.25400434472,-37842.90675508608,-5167.265561489404,1394.095878985394,1415.03290922912
5,45,147991.79368638867,-162646.3207444689,1436997.1789889373,742394.3580332197,266663.156216774,92710.6836089919,36504.201840170426,16936.825488728264,8788.645301415047,4785.344797200582,2636.0512379957854
5,46,1787698756.428312,-1227408034.3102217,-17461077.36118821,55026603.43040453,14021861.64047663,1312345.8764650542,-293830.7248133088,-163153.0404222493,-37411.8799957963,-1882.6599052967345,2782.9037351705247
5,47,382750258.6318233,-375743344.10474765,37314395.6914313,29053861.934620295,4165368.623945738,-469834.13955074345,-373815.79942631867,-98006.98109883348,-11839.400135661495,2560.8949719554316,2319.890520820231
5,48,-42338697.97868748,54398005.04762038,-5297110.36521603,-1926719.5938778294,136939.88424033334,199711.387821078,72035.09345009508,17943.197661004153,3392.661128369764,415.5090542106857,-20.070783621752433
5,49,-638840.9638713758,4809638.389691531,-6773883.222457734,2451026.747709562,965469.7090169794,227415.54557011026,45826.1611628742,8651.562152108028,1584.7589186859652,286.2528213971462,51.41524658352976
5,50,-3460635.7674416304,12759989.49601821,-9970015.933405826,1701107.4394579683,1044821.949972726,278534.6887639005,57701.48326025339,10413.141840500764,1681.2126272399419,237.12337525403092,25.781233151684734
5,51,413086.7120206343,-8939720.225958925,9643080.184484428,1786341.7303479358,-119362.93095539068,-145474.69647366472,-39995.06050902514,-2026.8042523789898,4171.074721555202,3010.8444046307095,1486.75745150841
5,52,43756.92510832872,764461.5984084272,-352105.389125026,1201752.4628152102,530268.464250421,167749.23523200944,47059.70439738968,12261.331744728926,2962.064580070773,637.8520262884548,106.55495763574474
5,53,-8073696.840540356,23291223.044145618,-16300920.368432224,1250869.602844383,1248262.1139824372,341835.4336940345,67929.6369139083,11295.270743546009,1602.050043241297,177.81930289594868,7.733762066613407
5,54,288358.319119653,-993297.6489034314,2479215.3601933266,1361077.4582785524,488897.5987522498,141648.28852015283,36442.68874230627,8744.67121976111,2009.9825488334661,449.44038121662277,98.69554442345192
5,55,-1154927.5799217955,11972820.570340103,-5970701.366461523,-306947.87670655566,709385.286288265,334118.98649592645,95232.93058038717,19901.86084284828,2776.408308544383,-20.690018971817537,-196.25660047502382
5,56,-2042019.2708711163,8138541.469607915,-7884783.476289654,2863199.7348104394,907272.971017422,192368.35379793597,38572.482426328876,7795.609199491056,1595.0600052857058,328.72071667109975,67.97052956004396
5,57,-336123.6493050961,2820181.971938234,-3002284.8998685954,1957155.8980347905,812255.8923274224,209171.75722934018,45876.07997145698,9274.315656337116,1761.1255925303922,311.05405752144964,48.95057109098665
5,58,5141406.00293425,-15800163.967572475,9824075.274826817,1410342.1317663633,245582.18790627993,85653.66120617447,29103.688599122735,8419.922268276487,2175.1752131363723,523.7099751524141,120.75227875863187
5,59,-664094.0584884321,10475071.578715362,-7846428.691647855,1395060.6393880374,903769.1336701274,248626.5321796531,52734.46663175019,9828.545507277906,1694.1973220644045,276.46141650160337,43.12021452081954
5,60,26894523.791894846,-36498564.988514714,8147008.458746803,4005659.5520180576,662450.8255043571,31474.75474320934,-10447.08700270923,-1163.9686387877666,1473.110426120676,1077.6176100149876,493.265973824711
5,61,-426438126.1442577,683643154.1275321,-72814540.57274058,-31933906.105173375,-3919399.4948859336,314696.7796525053,279255.6098544062,78455.70380964379,13209.58149915894,370.48271046189876,-777.5539240621998
5,62,-9123431.804516423,18782011.90110339,-7702460.888851955,284527.8770707464,798993.9893960896,272603.5593259225,62922.17884982026,11788.849357317762,1871.4745728414412,242.1641301688244,19.37181714527618
5,63,103378871.37358196,-135153582.57870728,28539045.634459022,9652085.437894575,1281877.0178214835,23683.138208813918,-32329.91057789496,-8141.79199551137,-374.22612494902177,539.020102833277,306.7237733883785
5,64,41378.01042024047,636759.5531851294,327761.130593919,757571.3631098096,340955.6592996054,116836.58633242678,36708.032094157505,11180.53818524157,3365.6446191445048,1008.2911979153241,301.372897863388
