sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10
5,0,9.178343265374685e+28,-8.182518414873246e+26,1.1222699741770525e+24,5.5612043658564207e+20,-4.377815632265786e+17,-808790240720802.8,-561277721062.2068,1318731.072116706,614143.9499055014,1125.389021531828,1.477278427980496
5,1,1.1832641682507662e+31,-4.5709392204151215e+28,4.070779417549544e+25,1.0172904341013891e+22,-7.956126029008582e+18,-7646875150834114.0,-2979504650573.9146,280554250.9809437,1592900.5393955514,1743.9978253734007,1.4289233438710989
5,2,4.2706173224458903e+30,-5.303213111012293e+28,4.897358523558403e+25,1.5600653559242271e+22,-6.404800767964133e+18,-8327204879325440.0,-3941648493961.2734,-245574870.4638258,1457871.2051130135,1790.5523769830431,1.5142025729936424
5,3,3.6188550525956595e+31,-7.128071371751319e+28,1.8849420262127703e+25,2.202018141262906e+22,2.9161875232064876e+18,-4988353759668345.0,-4213645313224.496,-1320351686.7693007,773950.7367239138,1653.6560536660372,1.7265022816063302
5,4,9.275947499921266e+30,-3.420654268075637e+28,2.171404701401986e+25,1.1845604492726789e+22,-1.6118711580649956e+18,-4926755572627272.0,-3110002376586.814,-618103447.2274584,975922.4913727131,1605.6150012254145,1.6263835992165723
5,5,1.4110189302791746e+29,-1.0586955438753107e+27,2.4969173529202815e+24,-1.2964204286911022e+21,-1.4897485068624476e+18,-182661655332831.9,765797601375.1594,1104724563.9725928,1077824.9519081698,908.66654532096,0.7155816264863458
5,6,1.6132492968087745e+29,-1.0673482100000348e+28,1.5146871147894818e+25,2.962169329680041e+21,-4.092040458028737e+18,-3963099515825799.0,-1600066553704.643,343623343.5550471,1306172.9176253127,1530.641648309712,1.3719656159881453
5,7,2.3189996911779575e+30,-1.2649945386251107e+28,1.8760710521930409e+25,-7.585709037668958e+20,-6.74581633660767e+18,-4226143772547021.5,-976557930107.4117,883933718.6930922,1538534.165296484,1538.4123387971947,1.278614420458228
5,8,4.053718028660496e+25,-9.28358873828338e+23,4.790324870330107e+21,-2.1884808566656003e+18,-1.51898045404541e+16,-22159085563949.74,-6590586216.138312,57877694.40941608,216496.18300670883,547.8490847647879,1.187377502796732
5,9,1.1171202268764098e+30,-4.850920074788379e+27,5.021642515175424e+24,1.906454467587135e+21,-1.7674388152494984e+18,-2197169305204055.0,-986304732735.8953,294131263.8466482,1073668.9288366071,1358.9541707465244,1.3270934351955852
5,10,2.9248570763281243e+31,-7.257909609620459e+28,3.5296529968881794e+25,2.190104497121936e+22,-3.871686862402432e+18,-8362257482265310.0,-4042953332112.1777,-105506712.31275107,1591909.1097563202,1806.8299805983308,1.4375803783994363
5,11,9.088874415637215e+28,-2.2628942370028868e+27,7.030602287386712e+24,-2.996909962301003e+21,-3.8161539363133174e+18,-1338318254294893.2,550698005082.0143,1330535517.5963366,1416130.8893390428,1206.4237344523538,0.9254866041465025
5,12,1.107548674536886e+31,-4.614948841795507e+28,4.713955781840733e+25,7.543413907679281e+21,-1.0222537411591023e+19,-8128467333559441.0,-2770677852854.652,513960246.8840744,1698824.1553034605,1756.9325304449274,1.403327595890545
5,13,1.2385531612087101e+31,-3.8052284386839126e+28,2.7777234643019316e+25,9.847881323211058e+21,-6.617220008825054e+18,-6443300627099738.0,-2021129382771.2722,844301027.8905625,1764461.1722286611,1656.8750961147134,1.230145177970016
5,14,7.524065626714604e+30,-3.2520318675159885e+28,1.816509614637658e+25,1.2322245056175037e+22,-1.2248836237218338e+17,-4301021443587621.0,-3173699674741.2935,-855924377.200227,823806.199299559,1578.858720881638,1.6794002998995343
5,15,1.9535473274192011e+31,-6.118987331589017e+28,3.6547877507490244e+25,1.8942946058312863e+22,-3.4126483376342124e+18,-7613194605058309.0,-4089926127334.841,-460033642.63222206,1356422.4407019375,1775.3257097673263,1.5361498070396775
5,16,9.302329509578398e+28,-2.7993777414054245e+27,6.378362235293064e+24,-2.2046683757891846e+20,-2.8649387891048376e+18,-2144456009720937.2,-615139922405.2625,562355981.650691,1172845.7760704944,1346.770024260272,1.2674679051408049
5,17,3.111390925122208e+29,-3.5253145306312014e+27,3.0819345285882725e+24,2.1640998895162737e+21,-1.600442534121455e+17,-1310272172997560.2,-1191317621390.6018,-408138310.543135,500292.3616159362,1234.9649728813313,1.694419357184002
5,18,4.6089101185720143e+30,-2.0349344670969245e+28,2.2872278199926287e+25,2.0999087493950422e+21,-7.382817573808727e+18,-4621549060948265.0,-627567696291.4133,1364786360.6803353,1781767.4695249514,1509.7417512590566,1.081008267293772
5,19,2.303974999314059e+30,-4.870981867368505e+27,5.165590106733351e+23,2.5660861351759944e+21,1.1661149061787773e+18,-559782385948326.0,-1178126488731.7756,-745706098.1531599,188844.7755560061,1143.3524830899323,1.8551456717688466
5,20,-4.7812441463385555e+30,1.173274111604942e+27,1.251678389205829e+25,3.687811977850175e+21,-3.3804427867079194e+18,-4414904168213290.5,-2460649704815.796,-265957741.70052323,1100780.9783390693,1608.736728938423,1.5691563557343515
