sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
5,0,4.2597877018393256e+16,-1388803033006164.2,10586604063033.672,38332506313.38525,-314305732.301792,-3042690.2527896585,-1030.368973201609,236.70606659749504,3.479298672566287
5,1,5741908251609788.0,-1487517146108982.5,32070300571110.62,-119486112029.85051,-985497979.4849399,-606392.6685754922,32193.156359487566,338.7991855888612,2.4396777742360154
5,2,1.4583236609181128e+16,-1515511616604344.8,17961090965660.527,30596513302.25687,-480394614.31210345,-3671151.184834543,-1265.314068679432,248.25908476282427,3.5598755562435995
5,3,-4.720821200841312e+16,640216873968538.4,6064210487033.268,-20129899545.201145,-423697869.4154647,-2100670.157379072,7484.991877692335,258.9621717473511,3.235191206397116
5,4,1.7742128696899508e+16,-663444867298340.8,6505843660674.72,14857799191.196808,-272300862.8825029,-2066782.4339138435,3884.922509591794,236.0178046503872,3.245597026471424
5,5,-713079668440036.4,-349972101769411.25,7651675683627.896,-4842162124.726875,-401325880.93092626,-2133974.337197402,8063.790237874337,263.9116098201537,3.1596518259682154
5,6,930688826734102.1,-189427192151320.03,6064667961525.896,-44438171038.61767,-284695741.729848,670654.8002560695,23423.773976757668,253.46603626017753,2.107465953100497
5,7,-2.5004902811304673e+18,4.4464985618954584e+16,-32087724053351.55,-1735209318047.7031,-5860983212.797238,30980095.449925836,408628.61581976013,1467.577948217344,-11.465722569892936
5,8,-1.8554570747880278e+17,5116466468509024.0,-11340255276217.422,-189105040228.45917,-674946903.255338,2088553.8809940785,45883.30527838412,362.24374992099627,1.7660506730264114
5,9,865320938732790.2,-119837729551575.81,5298866529358.858,-71428438675.70409,-137031176.4757634,2390860.7509283493,29864.22366109213,240.90518139693916,1.6802402749933762
5,10,-2584460403058627.0,930251579406536.8,-7382262526653.281,-59464237868.937904,-132323910.95522435,1734082.5557553335,28248.37210637094,264.6155502572946,1.898735918041984
5,11,4.100165034761821e+16,-1596548231284215.0,16434856718940.412,17306096316.674793,-520688095.5753725,-3071123.301096381,6017.804122289244,272.70032607410036,3.2371572897370817
5,12,4.334681154122241e+16,-2058180338794150.0,24277628382451.547,5172207175.131197,-719731692.2301676,-3574536.244880151,7597.232328120645,289.218369930269,3.2615575711822733
5,13,765294961398520.2,-54097474163863.49,1089318269554.1812,-1024879714.8479995,-102625226.54228461,-570524.5573585558,6490.070592520206,191.78622836936145,2.877477700581976
5,14,5220797870527372.0,-256012235778982.94,3052800456013.766,8753181509.081907,-146593946.5686567,-1470604.3825611416,560.6914047866474,192.62240332424466,3.4410625661250176
5,15,-73877504658151.94,-22677236649571.547,2088922859509.8643,-39533266404.08662,-163237048.98509508,1255184.797818087,25167.412387871584,258.8697436151624,2.1480273393720815
5,16,1226444393521090.2,-55087319326463.42,560655930151.6665,4375475719.522626,-39984227.00178778,-748590.0123477355,-830.4851860343557,147.65136317028683,3.5271484461250973
5,17,4022800230514275.5,-272508989675970.47,5335341092615.197,-15378112520.283152,-306428771.3430403,-855797.5438699474,13885.02275881851,251.99370996606658,2.72105663060747
5,18,-1.5508790192178542e+16,739829459305107.1,-2095645667302.116,-40534828504.9048,-222465573.94830662,68992.42548747717,16729.63474406142,246.8796012232303,2.663972076763425
