NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
0.0,1000.0,5,0.014121410153658394,0.006281088593234448,0.0,0.03654024051803885
0.0,1000.0,10,0.012860380777488866,0.010116471847692307,0.0,0.05263157894736842
0.0,1000.0,20,0.013049829201451915,0.00761548838493431,0.0,0.0392156862745098
