NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
0.0,20.0,5,0.011825098356617913,0.007486116885002421,0.0,0.05064935064935065
0.0,20.0,10,0.013741361845509044,0.004468101075333158,0.0,0.03203883495145631
0.0,20.0,20,0.01377745242999783,0.0025646721469272118,0.005329780146568954,0.02
