sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10
5,0,1144904463538.131,-111219263643.03418,-6121498751.175465,113292759.17013524,35955381.92462394,2453448.654406253,44346.866717272576,-7973.23388780241,-922.4182139911294,-27.176431144116787,6.680771676598631
5,1,-207212913543906.66,16755895943969.377,613793751334.1305,-13877504393.34445,-2338111235.514515,-111411228.10359848,-1166538.9487506135,235483.92276688895,20331.14506560769,611.7849179350042,-55.136194310099974
5,2,28599627582630.285,-2765911720508.5215,-60093435363.80467,3776234531.61297,319598100.45589334,9828094.871346861,-134587.77558156408,-32933.87140269646,-1840.5544035254234,-19.950507958669018,7.160568474776635
5,3,-57329424901.069824,5239328770.008183,538748036.6677716,20215948.54158442,-703921.6353052659,-177037.09003312173,-14962.478908567435,-528.9255571705713,58.317397247774515,15.082507077105971,2.1102205596383024
5,4,634473169871.9712,-171169652933.59827,10773953009.59308,326989224.05124,-16812734.582090277,-1498384.0411711622,-42966.587490125894,1342.647916053891,264.0622240519774,21.91126765314318,1.4262152464885363
5,5,83075152112.58133,-44892099214.2617,4806674837.013205,65717545.60890409,-11606476.818363998,-798434.7039495371,-17181.190751456703,1527.7241744949235,229.64151588347377,19.703603826588104,1.38772381402868
5,6,301821613918575.6,-25911525546451.656,-834082173519.1155,31063921014.263885,3670986132.8637514,134956348.52388176,-792777.5253306091,-399159.74175093265,-24778.977694735233,-460.45952826219803,72.07225387570382
5,7,60824865613.41866,-24727492112.57551,206333455.24659038,125226607.03621526,9532365.412365679,259648.25709096392,-27365.292385747052,-4588.487353884234,-319.5881993132345,3.288245639534146,4.749841737571058
5,8,-666633677031360.1,138579124271281.45,560295848907.7927,-286554270030.1284,-18591708260.97388,-541266102.1794183,12006179.645041928,2633338.020324455,175613.1367886614,4182.713709380591,-599.6862383369788
5,9,-28976992399.29768,-17046583864.657095,2985959055.183184,55784949.6282738,-9821590.738494018,-739036.0760327566,-15828.059340026608,1608.7593464988995,233.6502113483064,19.474651461917535,1.3192131700087522
5,10,-10179697766831.736,1485510025531.2886,10644289271.608843,-3163209362.056975,-184447760.0193077,-3373127.7283582184,231962.83004828397,25082.734365458404,1261.9507062778498,26.08655726982848,-2.198087888379819
5,11,104234291841.6356,-57092730119.63698,4996430793.756597,166642261.19566447,-5759605.284543705,-795287.3119959095,-37577.4667075561,-110.23660909998371,162.65651592215548,19.935826795278043,1.718954021833254
5,12,7672601792498.78,-903281193504.8326,-13235678114.954786,1409506151.1958015,96194616.87016754,2302736.3339870116,-75643.92334049301,-9792.485286217592,-386.53250743473257,10.071844756054386,3.097774826348803
5,13,85703277284.96466,-46827082481.91087,6446378081.972331,44245121.87092006,-13965274.6474507,-934805.6595046689,-25686.72646300181,1110.8255769972652,220.65119225013683,20.484685268916195,1.5111822174343637
5,14,52847761014.69596,-29539985667.464207,2479602965.9063945,135892474.40584722,-2187318.5039066733,-697289.9486428729,-52498.25025373618,-1950.116987550096,69.65273511447353,21.991335458395938,2.7607602381409313
5,15,170524109372.32404,-33156820805.868652,-107063059.24808845,159037665.23708248,10089963.849197801,10669.426661415388,-46309.82058108913,-4159.756126640787,-135.13412089847793,15.42436322247931,3.5242384959665065
5,16,-1305244076397.3606,343295244480.3943,-9348901497.845331,-1079006183.3611095,-33252139.76702576,560524.9582495396,133510.82232581553,9654.97389748318,468.32556069925414,13.74078838925549,-0.23801325780743177
5,17,23974460599323.934,-3574804709787.845,11333597018.407307,7922031512.09386,350952636.16993254,2926484.4770084317,-616986.1964826229,-49624.56856921496,-1945.7610820222767,6.480218623733349,8.826489982007603
5,18,133752271160434.84,-14643140081193.145,-334798426805.6252,30194449327.402477,2396322953.2329636,55744420.814030744,-2850473.0683341436,-347558.0700811439,-16862.46490039295,-127.69084669089811,63.99220826238771
5,19,-8903718403214.014,1151242083738.0085,8475653535.508875,-2693289450.330875,-133766768.7901001,-1034776.307373032,241636.4581454669,19128.2630992901,830.974175736114,15.451697717085134,-1.1648903924081866
5,20,15930484986852.781,-3924952811131.501,92265459226.98149,9428965211.74374,268110596.2496495,-3052256.4649798027,-762393.9054740602,-46377.213629201244,-1507.18873538956,19.951419884758764,7.913799910083487
5,21,24980211743.890656,-15798699612.514278,2694607973.119948,-26759082.070220463,-9448412.380861353,-462219.6636969007,-1068.8482075160475,1851.2302675196033,214.0765875290094,17.5913593795028,1.2488488232875454
5,22,2041380828.2215219,-1162122005.737356,183979233.86877608,625909.1711280642,-1195943.5956965506,-84418.5956169509,773.8674453627203,841.7499491552832,125.31447980020884,13.690815667762585,1.3040640988297663
5,23,99172962416.12029,-23467982894.83991,1165940292.2811189,67723570.65685067,-2021247.2219813373,-356533.5406833204,-15106.913886831977,575.5605498304927,160.62293437203593,17.63225990321697,1.4847387132277967
5,24,32325047175.387524,-26763336684.33513,6711774154.192561,-396586286.6247232,-22372305.016530313,-188791.25050424997,43794.63780383206,4310.4548211239735,288.50125014849596,16.70631396384698,0.8991944805600023
5,25,107791397074.65236,-40070705022.89399,3919439945.552555,50344976.323852435,-11074918.166943584,-698766.780605,-9077.389387084277,1930.9522081447126,237.84521116516925,18.907907408510543,1.261884402397361
5,26,115019527836.22101,-41775501497.74384,4025144988.6011415,46831947.258557476,-10421798.578269832,-698455.7942795685,-13673.927722794542,1556.7195217913415,224.93731725926398,19.330582881395127,1.3703474567305562
5,27,-8836842734.724367,-22195661094.00777,2048939071.5413556,118276363.55674979,-1959781.6687312701,-549379.8038732671,-32901.98267352252,-393.420511173336,134.08433893163493,19.0069007416368,1.777322149471078
5,28,19584748612111.1,-1817132628788.3604,-58297080724.10212,2015338833.884165,271467469.4163008,12314417.083339186,84399.08190351882,-31177.959986074406,-2551.1488042195438,-62.787032259741004,9.86589891700179
5,29,332894246305.32367,-113689569825.65462,9407352541.234623,144884998.09560695,-19233375.292858873,-1172160.7171538873,-18214.42284160844,2228.27100134624,268.7082926292825,19.916506560331324,1.2300825531585
5,30,11295360526.812092,-6477287254.89606,991031927.7112385,-9172838.63151992,-4300126.977635002,-202296.05120147075,4023.2651251904767,1543.5758212495998,172.7237847278629,14.787696556362087,1.1224925046589966
