sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
5,0,1.6946908346197168e+23,-4.252898718516427e+20,-8.099436299270459e+16,421638037564319.5,478258878511.4392,-26095639.333628822,-685463.3659325769,-654.4791253021058,1.247911706731838
5,1,7.704528311059283e+20,-9.373777539551087e+18,2.469976096366293e+16,543239730885.24225,-34459914306.62695,-35539961.10446134,19433.71405736927,139.41417712104175,0.327723451287193
5,2,2.2408985838798168e+21,-1.7729781965525742e+19,3.1986776668068156e+16,12659665399309.074,-36153410828.580505,-49620949.515850455,7047.919827208098,140.84607124044737,0.3432120836824162
5,3,4.859189211839205e+21,-2.1475123301411873e+19,1.5741078479734666e+16,25412691348541.99,-5186123207.704362,-41503609.45418466,-28085.904629916145,96.03006912287185,0.3886232655440362
5,4,2.147261064974655e+19,-4.496805300292087e+17,2458987847121180.5,-1143400861198.5793,-8077503310.803518,-9031638.73797814,14232.838853592488,98.07819885922575,0.3140166907783436
5,5,6.8799778145173094e+19,-9.841935262475616e+17,4261771782111859.5,-3187072591445.5825,-11925570437.455488,-4454690.418468573,33108.12139691009,113.82688666238971,0.2543614686160973
5,6,1878911269354415.0,-301626731915865.06,8881076064428.217,-24871037170.368732,-207152852.44267905,-397035.1530554721,3126.3034102390006,40.51724440637141,0.3006171020636281
5,7,2.6972705640796088e+20,-3.7648712788258693e+18,1.5071553295898208e+16,-11908881304760.543,-27491126176.716137,-4229015.298516058,55031.18195158389,140.61443237700914,0.2454308677531693
5,8,8.353720618167636e+20,-1.0782769341330682e+19,4.158738280122261e+16,-31094723785733.383,-58445160318.07893,-19877152.064325597,61797.17710479243,166.73502060945646,0.2836449509704605
5,9,1.84224215408233e+19,-1.9706513913110172e+18,8205733749003974.0,-1627202634854.7083,-17607901764.796356,-18091430.95615632,19869.080991597104,120.78298565823508,0.31276341057155954
5,10,7.929951421874795e+21,-2.6287623837008146e+19,9487784376602444.0,31758982706209.324,6658527787.644743,-39693574.13042189,-41944.65424490833,80.5522850036775,0.4062740119211461
5,11,5.255868042063449e+21,-2.2668080289743835e+19,1.611721613304207e+16,27125929671975.266,-3949432611.4178467,-42364381.54948804,-31932.622892540192,91.63447181856812,0.3953684431163312
5,12,5.4748089476423156e+20,-7.631106880679817e+18,2.782739316203544e+16,-15658842512832.422,-43293857596.27042,-21681402.22395525,47255.52019396095,153.98117434241226,0.2904514445275044
5,13,3.6853218059636298e+19,-4.246580643450548e+18,2.874392899043849e+16,-30748314463185.81,-46390349919.8024,-11383890.386461513,60675.54702215223,158.9396134713998,0.2769268708503452
5,14,1.5673198212197835e+21,-1.5482183126822156e+19,3.5818573675716936e+16,2943075334239.3706,-46578976508.5802,-43444372.40917482,28549.133989408867,155.17698684670978,0.314988885275115
5,15,2.5010631383847594e+20,-6.12849681105304e+18,2.6284048065868428e+16,-7131680701291.844,-39142531456.47904,-32448703.98048613,27876.079640277585,145.35836994589064,0.3180679883386801
5,16,9.253558146827433e+20,-7.976869455943227e+18,2.0214941319653324e+16,-2792489074203.561,-33495592176.285313,-22894174.03123671,39978.52767423289,146.3559105719242,0.283348964024686
5,17,6.004158583118682e+20,-3.623104948577654e+18,3966813744176266.5,7616165869227.096,-3441165239.391065,-22421432.048679054,-16548.207652424928,81.83693707028586,0.3863250613117569
5,18,2.4380157975379673e+20,-3.7931674253407754e+18,5740389078769915.0,9042415604957.52,-2588349391.305079,-25089938.384361837,-28303.42570664653,66.57405405003448,0.42143651196241194
5,19,2.470286711906926e+21,-1.6104731946256386e+19,2.4020881048265316e+16,16875263995576.186,-28551681732.44468,-48689493.83214714,1966.8689043050958,136.16007278653132,0.3459373506542633
5,20,5.1364042337502344e+20,-8.831374505178469e+18,3.0312063870688124e+16,-9569540289358.295,-42732840418.60179,-30549510.762255874,34045.28216755167,148.87121709938623,0.31101186390327856
5,21,5.704338297643089e+18,-3.170752065834038e+17,4530656485579873.0,-2977959632938.575,-12369414125.48621,-13483322.373040017,12860.369897310486,104.71413254835777,0.33441412968687606
5,22,2.37230040826033e+20,-2.3102977752305193e+18,2249696935313866.2,7627963322524.357,4055577247.5651937,-17543011.142211217,-44966.9093287864,17.328515193894706,0.5048720783710589
5,23,4.77585964979702e+19,-1.0794525648584054e+18,6208436135677556.0,-5956078980763.503,-16187757164.334892,-8604744.239754878,30714.438769221484,120.34105977556861,0.2886519511851475
5,24,4.680569150927907e+20,-5.833996482381445e+18,2.0375374438938788e+16,-7626976050928.441,-34432211518.37059,-23611330.29005336,35854.413508937476,144.40454230881014,0.3000295004470733
5,25,3.996819509701553e+19,-1.0763970188786479e+18,8757121861399181.0,-22029750453080.375,-8038692243.640057,31184523.15777525,76089.88659267144,120.86269630382549,0.16649403580871097
5,26,7.190774572349719e+20,-1.2452545600202482e+19,3.714114623895678e+16,-7004095028530.852,-50462596581.34493,-34809931.73707344,41701.60294957732,159.58289302231825,0.2984625457332813
5,27,5.764763306451689e+19,-2.306167622566501e+18,1.4487264451725688e+16,-18636598007767.465,-28999979322.575974,-1956416.8956381646,57750.542976347104,144.100686342336,0.253970303164508
5,28,2.9861599182030053e+21,-2.229023096974955e+19,4.4021493040416296e+16,6642616235210.282,-51180048532.33462,-50833303.139188826,24426.848490492444,157.58254995043293,0.3233724331642988
5,29,5.3029008325657395e+20,-5.067129720069235e+18,1.229063148340386e+16,3511912561855.3706,-20221889016.473316,-28746604.260493036,9050.81837354805,121.92379475705452,0.3376714175704427
5,30,2.111707027168399e+20,-2.9519332498417864e+18,1.1889962925697492e+16,-6608012339788.24,-24821830867.87784,-14266419.070341254,37489.261447464756,135.37081917246599,0.2832587869768477
5,31,2.2174438901633716e+19,-3.9551757708418675e+17,1559008349293166.8,181076637658.5248,-5609786230.840667,-9046797.564560708,9099.985773806065,90.82040153737634,0.32058733133945855
5,32,6.501406070974897e+19,-1.3256852502600118e+18,4568512935028150.0,876754703101.9006,-10329540922.250984,-16573858.714589518,6490.793826154439,101.4135799992843,0.33958270609536567
5,33,4.4304448425708623e+21,-1.9578728432454582e+19,1.6447300220720696e+16,24224717983829.938,-10069502970.275906,-44938408.38351797,-23274.54916445995,106.24073053921687,0.38122573355748546
5,34,3.9697759841432125e+19,-1.838201092437533e+18,2.1062854821693284e+16,-45641297304020.79,-30902141673.054527,25972451.95211407,91780.62448858404,153.7954579534003,0.20907294478875837
5,35,3.3477761333299347e+19,-2.429843891442907e+18,9341336076365792.0,-673133470184.8431,-18507515846.066235,-21263622.584299836,16137.814991662954,120.72093042417914,0.32315636822473204
5,36,1.1157708964190141e+20,-2.006439957902546e+18,1.0643058248430854e+16,-12118521756583.975,-22063439966.065506,375466.01265299285,53842.39989472712,133.8910352796388,0.23884502244363723
5,37,1.6590209607164953e+21,-1.3434174955103918e+19,2.4790469797373404e+16,11063276732394.133,-31653092844.864124,-44534124.23771219,9141.12494613757,138.78121811379233,0.3377254905634528
5,38,9.546043159514374e+19,-3.8674199214789837e+18,2.307617518651183e+16,-22288577469872.566,-39164623830.82718,-7375566.1330210995,61583.31835348272,153.66244067071992,0.25928069353505306
5,39,-4.3685085365549673e+21,1.0172554787362157e+19,8110427544660167.0,-9297885903733.48,-27392568322.755363,-24548673.681602743,21922.421042588554,132.59578857337945,0.3251813103639359
5,40,2.1244731241674514e+21,-1.5937431999169257e+19,3.158306236637532e+16,7301732535112.573,-41451913661.6794,-44649314.6649535,22294.545416282977,150.8825600849096,0.32150614593296883
5,41,1.0045305579368633e+20,-8.493078050656222e+18,2.4502582487400468e+16,3071773060275.7583,-31464970564.00852,-39177175.29291295,9685.34031163432,133.88968577613335,0.34223055337175706
5,42,3.3936766825541313e+21,-2.063019809257744e+19,3.2226275268017216e+16,15384007217210.965,-39903746487.750175,-50226292.69798874,16414.064388460298,150.26558289724738,0.3267704900856533
5,43,-1.4253185780510374e+22,7.97142996255443e+19,-4.9260891339929736e+16,-107088941359334.25,-50040444803.348724,62680401.18919234,161371.4660985169,198.17400646068836,0.15135865112118388
5,44,1.0563854131353212e+20,-2.15992046770273e+18,1.4863556549756686e+16,-35133256677197.29,-5979398855.946385,48028535.54668937,93964.73939911278,127.79902511144073,0.15407844087934766
5,45,5.977581502544283e+20,-4.2511939968697334e+18,6044179277139535.0,7587172235038.98,-7157664049.9851055,-24979840.332078625,-11597.450128018645,91.66258983984731,0.3753829870354283
5,46,-3.269464411540969e+20,-3.082343238398144e+18,8152610851900865.0,8202059928491.642,-10460624272.31934,-30447075.911418647,-11890.50156013274,101.09208007404145,0.37284642217756475
5,47,9.944863576761472e+19,-6.812904249655566e+18,4.098473201463724e+16,-44710350007398.8,-58326551055.1359,-4929914.645943172,79762.21276790414,171.27930952085654,0.257438940261078
