sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
5,0,55863102.34757692,-29456159.395991504,-3798307.3105237745,1537837.5670380292,751953.6613231841,81590.09102330112,-54436.08135216384,-24985.356874082496,5922.319242920091
5,1,47697621.12804044,-27668642.083429936,-3819999.401118867,1779552.9287605935,905555.3077179492,92867.41175181068,-79473.66069808317,-36184.814508334806,9583.18504152716
5,2,103576172.16834393,-53246581.95459432,-7931549.714444354,2705348.151312416,1491626.5975331431,192625.4715331583,-105403.55608958761,-53742.52450989285,12396.847769678254
5,3,-21986566.345666733,12418248.76659351,1428208.882419365,-734588.5800300799,-320895.2366305591,-25344.734376298507,25716.414803839616,10202.021665027634,-2607.0964020261254
5,4,-2037567.3862104986,1338617.885080762,89418.13915886804,-94735.90369802921,-32339.026908352735,-555.1636698565604,3204.5970518879735,1033.364378227122,-301.28257856275116
5,5,12344205.646761542,-7018396.072936709,-748546.8344407238,420635.23232038645,167479.84306159965,9902.808595515078,-13046.647401203298,-4587.243046884043,1190.0712200007229
5,6,5276084.604404232,-2702907.895027603,-436251.1802275127,139082.71798789318,81872.04165546273,11219.534483394666,-5888.585857762224,-3095.8435861805774,731.7191796621239
5,7,-26944977.042190615,15540612.542154089,2151054.735942962,-978545.0522559247,-505620.3611766967,-55496.38355904963,43647.248983374586,20854.00319058371,-5410.824605958822
5,8,-375448569.8457732,223462705.38929302,29991614.622761805,-14883953.459506668,-7515277.431372024,-771913.3136026226,683862.9986734258,319943.0896860553,-86089.92934165258
5,9,-10384981.19497754,5765124.504759509,841715.6527924817,-336178.5933774982,-181396.56587477916,-22180.767907872272,14373.645613806211,7221.770140731259,-1754.2956884372638
5,10,156107140.14339587,-77215998.60688365,-12392216.557500085,3675392.0664766124,2120380.4541720697,288425.38480332633,-136632.00011312656,-71242.80102508195,15459.79420101535
5,11,-15923641.183052009,8730112.06092397,1013675.662165897,-494765.0710772258,-214502.02277973996,-16827.93572275593,16445.125418696916,6408.167436831954,-1597.087927374111
5,12,4626639.672036364,-2559761.756588863,-346543.32202306733,150109.45136860973,73555.77612331734,7275.2004596409615,-5780.774682410582,-2500.0949720903386,634.9579824326786
5,13,-683737666.7603103,321162866.6945134,48180489.03290299,-13615248.514961638,-7636078.054147642,-1042681.3141996628,455378.73219476873,239193.36074705832,-50141.42765556439
5,14,6889265308.143224,-3751713095.6196117,-511310122.0063511,217431821.10253033,106777604.19090155,10198687.403583888,-8452609.939462248,-3532479.264545683,892599.1584430584
5,15,-9995202559.614323,5899245658.303976,657070158.7098124,-380664383.83213645,-164364525.1985163,-11586955.379108751,14493411.394850584,5669903.054337831,-1550459.1192308867
