sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
5,0,1.742416622990514e+25,-3.937295930394855e+22,1.695789078807018e+19,1.1842416332553874e+16,-2712478491472.124,-5393037191.127337,-1241504.1297590968,3026.175103223733,5.04548243936686
5,1,2.1163710834134193e+23,-1.1231429359994756e+21,1.5677244394491704e+18,449489815588176.8,-1284232600448.0212,-1223241582.1581562,379358.09073113545,2491.6341350981947,4.34859435138597
5,2,8.493969433510987e+23,-5.349557651875347e+21,8.992598294795084e+18,-212577102799412.84,-4222247225795.7207,-2450377235.295847,765089.4907887635,3201.3192895180073,4.4052870335040355
5,3,-6.0170001646081445e+25,6.554808166769568e+22,1.508098454331485e+19,-1.2759406956594662e+16,-11815501654287.023,-3501332525.8076544,2267480.289647082,4318.511659921508,4.134679656307335
5,4,3.9630591262313344e+24,-1.0528029782770958e+22,5.338449467880589e+18,4647880771100582.0,-1230614139178.8252,-3083034567.631011,-871135.130159763,2516.945955971651,5.048165972833111
5,5,3.7840762812250134e+23,-1.4772421321380013e+22,2.393068345971201e+19,362182816373936.94,-7369493841810.721,-4233159243.244353,557975.8631234213,3565.0339017738083,4.590328743872111
5,6,7.443634348235959e+24,-1.999040252663641e+22,1.1605336928302002e+19,6911592584964949.0,-3261771160629.6255,-4357022734.525824,-514911.0435143863,3126.972234727578,4.831633197827209
5,7,7.198102367654127e+24,-2.410096131391479e+22,1.9007949252307415e+19,6073764490773628.0,-6043090388304.028,-4855038985.575667,270795.35913565254,3631.508082897719,4.558014495156738
5,8,-5.935143993083299e+25,6.66025737355793e+22,1.3977758086041893e+19,-1.3461955643710424e+16,-11826708621249.68,-3302768517.1600695,2406830.361631656,4350.04826579391,4.085293351348243
5,9,9.990522573422628e+23,-6.789907186266876e+21,1.398935098576553e+19,-5722084566095434.0,-6681849926220.014,-1041588329.6991314,2737418.7657040516,3871.2198374268164,3.556785980218808
5,10,1.4834147435408783e+18,-8.105558994104597e+16,469430988033953.2,769196542769.4072,-3955520913.967955,-22707216.23750656,-15332.96391979489,528.6904964861399,4.9538824125959104
5,11,2.4048910439915546e+20,-9.092430557019462e+18,7.560730463306602e+16,-151265572667876.4,-185283338201.6257,100389651.87081394,702029.6443267262,1630.8915601166598,2.9476699981486596
5,12,1.9964672454680822e+21,-1.4365576732600721e+20,4.003624148299072e+17,42667437443332.7,-503852620854.31824,-564227805.4423796,211152.77092106862,1904.1279193233363,4.443015993732185
5,13,1.1277324794425669e+24,-7.311316031460328e+21,1.272699303804803e+19,-2485896033598239.0,-6052571381600.399,-1789687401.9889052,2117992.808658666,3729.874022533176,3.7378649073082144
5,14,2.1457595073067177e+24,-1.2641426543998839e+22,1.4126860105129703e+19,2753028986313422.0,-5339198128298.361,-3778598304.8831663,543931.1122768978,3492.5704998283786,4.466694555321741
5,15,7.36485869666421e+24,-3.175041599494311e+22,3.885951254445267e+19,-3473452467529194.0,-12499915232801.76,-3673203035.39201,2777914.1987638525,4469.5462115093715,3.816214642000459
5,16,8.578214759209929e+24,-2.740367323894705e+22,2.274731215217655e+19,5223830570137531.0,-7545449452501.473,-4854281751.578234,826919.5738595789,3886.4735860290725,4.3681241120916505
5,17,1.6024506934305323e+23,-9.495117880711572e+21,1.8215146430361106e+19,-2521642180116409.0,-7396138967901.838,-2809597866.3663154,1777463.0568846313,3856.1294578690913,4.034283078427116
5,18,2.148441848527643e+23,-2.0650266549449833e+21,5.477675651209108e+18,-1586041828398612.0,-3540957878479.185,-1298973498.0836854,1471675.9785664289,3235.0142997556163,3.8937855605745235
5,19,9.807683168357218e+24,-2.9292027731222613e+22,1.979959059663527e+19,7567387088231085.0,-4983657343501.955,-4990686321.6380205,-369705.9540951949,3313.3424356488254,4.811901063200818
5,20,4.6988532441118414e+21,-1.364995636666311e+20,1.0118078201326252e+18,-2064475406235575.5,-251819669583.5455,1484724563.0890906,2210644.1467891517,2297.809178042933,2.1117862482275007
5,21,1.653801263809807e+24,-1.4568802839912558e+22,3.524017779415259e+19,-1.174974990097153e+16,-12509367288804.865,-2159208653.986977,3419741.221631125,4483.891464851212,3.663840674102093
5,22,1.1968763982617261e+25,-2.9609461855322928e+22,1.5315500089736067e+19,9200187320267904.0,-3358005240107.4644,-4951303706.163109,-841451.0468791373,3097.372486491292,4.946580189836463
5,23,4.355775002964896e+23,-7.711452562270851e+21,2.944618908890255e+19,-1.8194014241830616e+16,-10799058586242.129,300580123.34342116,4397827.470343571,4429.301680197151,3.248846633422543
5,24,3.014920415868145e+23,-2.437206824298947e+21,6.022219762401548e+18,-3339031211748031.0,-3457178272352.5415,66425478.87676766,2505084.740225093,3298.020347365022,3.1158809449795335
5,25,1.8620543839349706e+24,-6.782724045492235e+21,6.111060428589734e+18,2450937141906051.5,-2873079221197.9165,-2763675164.8718386,226796.155036093,3038.515454406042,4.528800582202323
5,26,4.0055957929369876e+24,-2.121586729605998e+22,2.8062447069523837e+19,-1928820908031047.0,-9952173420430.791,-3523463227.9397254,2188679.965236001,4196.166084931624,3.948338568097314
5,27,3.0571693372950176e+24,-1.8185155336729252e+22,3.506398060556573e+19,-1.805804244273521e+16,-10112880619597.953,1791952271.656895,5132953.377470954,4350.7932405462325,2.8232798729483206
5,28,1.063419420381195e+25,-3.867195684505627e+22,3.2184863014907986e+19,6890828289582272.0,-8251110688382.093,-5829902041.171225,188284.31898729023,3770.3818716583996,4.655009862211584
5,29,1.423129475423323e+24,-4.742341965926983e+21,3.5085148698503516e+18,2507780400934973.0,-1714734711230.885,-2436011652.6354775,-155100.22828771872,2704.213430393746,4.707741213060145
5,30,5.058628237145718e+22,-5.5383205212445986e+20,6.907220564377522e+17,534849594434610.3,-352058157479.0976,-922182179.2868464,-393382.41046113847,1617.7346297937374,5.131551588623982
5,31,-4.914853812318167e+26,5.451743023543167e+23,1.2250360912652132e+20,-1.2646539759835506e+17,-105450023761659.9,-14569966370.32936,32150417.828491647,24861.64530706592,-6.7470577729783985
5,32,1.4222554365358493e+24,-1.3998355281705974e+22,2.1639261261836845e+19,-129685149367679.06,-7667688384234.238,-3937214733.0940695,1078922.2503792462,3794.5994460256534,4.354754969811517
5,33,9.284315032947085e+23,-7.643638188516298e+21,1.6883133864904829e+19,-2771798732011439.0,-7109683874591.852,-2891433436.2705507,1516419.8120846108,3754.1053015546854,4.180000098036358
5,34,1.3999152149831198e+24,-1.0927896032799235e+22,1.5943860922612054e+19,-161914988487535.53,-6416797429393.86,-3195637855.2301874,1224311.0738267628,3680.1861424796216,4.2307763648947265
5,35,5.32661133257609e+24,-1.8290308738008322e+22,1.4744550425110045e+19,4758689087386941.0,-4266210122785.47,-4138256989.6301,-257404.76428854992,3151.659090332341,4.811145212054976
5,36,9.511831726450012e+24,-2.4120994530226734e+22,1.085550488389789e+19,8599877734332063.0,-1593399094942.211,-4304349852.137384,-1282011.3006758667,2682.50904571175,5.129057089861481
5,37,9.684915398656338e+24,-3.44075845643425e+22,3.423583145371325e+19,1629171870244233.0,-10977492156069.674,-4620989295.954728,1935521.2741100802,4307.566303878787,4.0566496487054815
5,38,1.1058209704082933e+25,-3.4353486189034866e+22,2.5268469209581515e+19,7766895757364499.0,-6723485301626.713,-5562058969.380767,1.256309608698954,3654.0626254176004,4.673423877455694
5,39,5.391720080237294e+22,-9.610436484003639e+20,2.874592662694551e+18,-399039110713606.5,-1954812042426.8618,-1309046864.2056549,493935.24994669,2585.555669462852,4.46030520508577
5,40,1.728733545027619e+24,-1.0326533237641943e+22,1.6114793995142482e+19,-2199632324631212.8,-7006814657313.521,-2287021350.6958604,2105424.0958573334,3860.041120739852,3.8167362861046064
5,41,1.2702794551700671e+24,-5.836123949054564e+21,6.72161871487568e+18,1654701889791715.0,-3169469672681.7686,-2673048817.2690578,322569.78059065406,3052.8350546673983,4.5264546056464985
5,42,6.726836748303446e+24,-2.8018326747847015e+22,3.0953018052242903e+19,1939384775998405.0,-9668912460353.805,-4947902379.8340435,1190125.1189954681,4062.1063848056865,4.336207045207486
5,43,6.884980281142973e+23,-8.358953897069246e+21,2.8854231276413858e+19,-1.8363007619104104e+16,-11309399310467.56,-660753657.2760637,3825883.1058816807,4429.215489747732,3.596139224903684
5,44,8.401936669342901e+23,-8.153552756222661e+21,1.7757334460485829e+19,-5950944974054880.0,-7656845563454.626,-1930897430.7113745,2295573.5474589313,3904.927456909282,3.893569472512222
5,45,2.598565585225716e+25,-4.815572741823363e+22,1.3688522454110945e+19,1.432956482710028e+16,-661950433034.7944,-5195996443.46194,-1840589.3047765945,2650.186197893956,5.238759906794842
5,46,2.3178744782623606e+23,-3.271428290848557e+21,1.4014684036433453e+19,-1.715592769257753e+16,-4980420812891.12,3248132601.447299,4814458.562501879,3900.935328889775,2.632310597903944
5,47,6.442119989567763e+23,-7.724563700736693e+21,2.498342838060321e+19,-2.1052735195251784e+16,-8501712527924.008,2498251335.3676457,5126799.694178877,4281.237848449091,2.8444990543103397
5,48,-1.4513032732214619e+23,3.3548046733106168e+19,6.007079419522893e+17,110428068506631.89,-693555180295.2039,-867563506.7243688,33548.95109562431,1993.1935094619967,4.733964938507693
5,49,7.197501238213473e+23,-9.296417553234497e+21,2.5227034431693066e+19,-1.0069023330755896e+16,-9993301937128.86,-1633368423.3159947,3140025.057183556,4251.081384145835,3.654695482619779
5,50,1.1479354259203116e+23,-3.4317884787287964e+21,4.774920658091954e+18,1343833019167071.0,-2012588612916.204,-2196694941.10038,-154762.4754837199,2534.534301957848,4.829106199774997
5,51,4.1816463070512696e+23,-6.532128992432794e+21,2.2265442202623197e+19,-7103331142953973.0,-8802079845031.648,-2616474550.8971443,2020656.5060875358,3938.783275718441,4.099502593070343
5,52,1.4571764695434682e+25,-3.628726980192435e+22,2.0086965778416783e+19,1.0422299303542442e+16,-5166045578883.802,-5712409406.124287,-399537.0892478075,3531.644801442307,4.756160650737588
5,53,1.124013139843701e+25,-3.1101491891832296e+22,1.8046158651233692e+19,8829751843960234.0,-3318662559130.466,-4810007707.413197,-1037660.3932345621,2874.5264730783997,5.072423455533164
5,54,3.867993653794059e+22,-3.468120017712797e+20,9.36732073646405e+17,-431423261870507.0,-1030737790323.5946,-251195962.5400963,1113263.3505308982,2418.9068739990357,3.4008343596897195
5,55,1.5679405297307247e+24,-1.1402017350816323e+22,2.6129500273369113e+19,-1.523241628302105e+16,-9390847842833.93,900459881.4475764,4497793.092227426,4280.656149037863,3.0505200622410302
5,56,5.321268906030053e+24,-1.463183184258353e+22,8.227373287159986e+18,6001576885423963.0,-2415897687943.1455,-3931828017.078546,-619962.5117365925,2972.860884773093,4.875237587986336
5,57,1.2057647927505925e+21,-4.751063696449124e+19,1.9428436763295306e+17,-39603036781831.82,-325313957915.1017,-337908572.7745216,218054.0949350404,1672.8923124137007,4.428571649112329
5,58,1.3121683463913754e+22,-4.073011682864829e+20,2.945038020687326e+18,-6300124278854784.0,997606828253.5612,3768204264.1597295,3556559.3764036456,2646.421256488283,1.8201261635270145
5,59,-7.897314288783672e+21,7.88374769689918e+19,1.7194032906277818e+17,-349855254984197.44,-634844712263.4913,-325299293.92809373,627581.8688759711,2142.8948057721386,4.095251944573187
5,60,4.946151206172832e+24,-2.203547337586663e+22,2.783158635234007e+19,-1945223608006026.2,-9972794426701.176,-3364539296.6276445,2325614.1839520214,4215.231679636007,3.8831755919928694
5,61,1.2523140201260665e+23,-1.0503925480332051e+21,2.5640549461500063e+18,-1163468748206661.2,-1997566269009.4348,-295120256.5182952,1640721.1261085272,2856.885665006809,3.320804351629011
5,62,2.3386791308856952e+23,-6.832836775709715e+21,2.269569120392904e+19,-1.9570464737431412e+16,-5399114574898.759,4047578759.7174754,5336026.651169483,3937.9366135614646,2.423654536716324
5,63,2.4148119551834432e+23,-9.05830014587842e+21,1.5059310868082625e+19,459422847407362.8,-6145845454298.468,-3497114752.868497,954658.0202691854,3642.739993295517,4.345585881169062
5,64,7.39001613720736e+24,-3.2851324868974277e+22,3.4032573104215126e+19,3050910841251676.0,-10442242146575.842,-5227460323.781092,1352834.379299362,4184.955772817707,4.27080939679214
5,65,3.6871214475472625e+21,-4.459751659524558e+20,2.530607407342896e+18,-3798940534539041.5,-794281191940.7651,1928858149.3473396,2814134.051147268,2677.7606151417885,2.207627749460856
5,66,2.6432875969625836e+23,-1.7660865478539577e+21,3.4514468095519867e+18,-804554627132481.6,-2492569032185.185,-836219112.0400149,1456023.5570112425,3003.4142964785037,3.6325703374792844
5,67,8.265572378534425e+24,-3.3769610602699653e+22,3.2853576079217496e+19,4376032789060803.0,-9250694882201.56,-5512444723.979646,701385.2213541658,3952.644344949558,4.495901976592837
5,68,6.6329324269427224e+22,-6.412114664343913e+21,1.4699650657587862e+19,-3304025102668852.0,-6645149074810.152,-2151495613.0948663,1982476.5419509336,3785.336218287733,3.8951604876481403
5,69,1.0341565776214727e+22,-3.025970596383569e+20,1.5926400118321382e+18,-1270283496787403.2,-1569191119101.6362,-165390322.4690531,1471795.3833204138,2703.4503000833747,3.4178839402836245
5,70,1.0581803425158701e+23,-9.713533523635812e+20,2.1091948337678405e+18,-102532379319256.19,-1720798261654.4272,-1145729613.5628057,684716.0808502006,2661.394367921146,4.187959152474575
5,71,4.2641947814816435e+24,-1.3817588171622358e+22,8.092234721229342e+18,5434314674763195.0,-1697088260238.2007,-3461929348.2435374,-918596.8299569802,2590.1345545604313,5.060749342737244
5,72,2.456828267640269e+24,-1.0980961920348248e+22,1.3452042866456494e+19,519532184965855.6,-5778781361127.43,-2995299410.710701,1238689.0984351125,3634.7904724910195,4.16934026681412
5,73,9.751705113698656e+24,-3.778198127656505e+22,4.170104904887359e+19,-1654986231359276.0,-12926297580721.744,-4219595104.9225006,2614439.738454453,4506.361219009782,3.8826223598361542
5,74,1.8466431701900265e+24,-8.874676343254641e+21,9.862795858867626e+18,1914165390781484.0,-3702742516558.0293,-3083667769.892615,78880.26711385364,3007.1633024658418,4.722679361272827
5,75,2.092619301822751e+25,-4.219062645321978e+22,8.909544502066498e+18,1.7072881931462252e+16,2223589166990.829,-5631533103.713813,-3540190.5803745436,1853.6914220687495,5.973652321885967
5,76,7.36985429147716e+23,-4.977257246709181e+21,8.811429485389789e+18,-1596466618349934.8,-4700565852975.101,-1572782676.7285383,1810432.3480379456,3501.9585194078686,3.7691510032183113
5,77,1.1334133235592157e+25,-3.6263363858984744e+22,2.3063609385977946e+19,9910652788316710.0,-4844389863993.115,-5632433221.484411,-751617.2899425478,3298.4503692769886,4.914595816152118
5,78,-4.374997298910937e+24,2.279553911727767e+22,-2.066781119895972e+19,-1.3174301334779306e+16,854798225495.4805,6919764093.740804,6596153.159054096,3668.634602915642,0.5356085807594755
5,79,3.0150979572540994e+23,-3.496808111750606e+21,5.663620057297462e+18,509789624638445.0,-3034452019574.228,-2140651582.6549942,592015.224102167,3018.6945763117697,4.3829835073227015
5,80,3.450033186856629e+24,-1.668561539423343e+22,2.1299695210500428e+19,-471275677270049.06,-7706071217862.051,-3603808624.129026,1317029.0215368744,3816.8764470729743,4.2663603412425255
5,81,3.8752324742188396e+23,-3.597501645821934e+21,8.974567070731565e+18,-3460920487681062.5,-4930726227476.144,-987237765.0004439,2242217.3351759277,3562.278766112875,3.5807518893407635
5,82,4.087826812993165e+23,-3.5006742425637193e+21,8.227064594115135e+18,-3813181421108719.0,-4394139987149.369,-307025666.24741375,2560240.908726266,3487.289261718473,3.272785196195161
